iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
664,0.29,0.4562,-0.0048,2.2254,582.89,1980.69,0.7625,4.675,17.9635,0.2269,8.3833,-2.1383,-0.0023,-0.4076,-0.1811,-0.5334,-0.1663,-0.2994,-0.0154,-0.1194,5.5786,1.3912,0.2723,0.94,0.0041,0.0559,78204000.0
665,0.29,0.4527,-0.0101,2.2233,600.67,1990.71,0.7667,4.6378,20.253,0.2326,8.2931,-2.1159,-0.0024,-0.4014,-0.1779,-0.5029,-0.1521,-0.2914,-0.015,-0.1169,5.5784,1.115,0.2692,0.9405,0.0039,0.0555,78321600.0
666,0.29,0.4504,-0.0069,2.1972,591.71,1993.94,0.7653,4.6633,18.6392,0.2348,8.3371,-2.1223,-0.0024,-0.4017,-0.1684,-0.5093,-0.1806,-0.2972,-0.0154,-0.1182,5.5825,1.3017,0.2713,0.9409,0.0039,0.0552,78439200.0
667,0.29,0.4486,-0.008,2.1963,586.98,1990.89,0.7635,4.6537,19.0211,0.2314,8.3394,-2.1403,-0.0025,-0.4048,-0.1798,-0.5176,-0.1765,-0.2975,-0.0154,-0.1185,5.5853,1.2584,0.2783,0.9408,0.0039,0.0553,78556800.0
668,0.29,0.4469,-0.009,2.1777,610.66,1992.55,0.7703,4.6762,20.8283,0.2385,8.3635,-2.1152,-0.0024,-0.397,-0.1713,-0.5203,-0.1963,-0.2952,-0.0157,-0.1196,5.5873,1.113,0.2698,0.9411,0.0039,0.055,78674400.0
669,0.29,0.4521,-0.0102,2.143,610.78,1996.67,0.7736,4.6722,19.5583,0.2309,8.3502,-2.1362,-0.0024,-0.4053,-0.1809,-0.5191,-0.1522,-0.2974,-0.0151,-0.1177,5.5877,1.2491,0.2784,0.9416,0.0039,0.0545,78792000.0
670,0.29,0.4691,-0.0087,2.1472,577.68,1966.6,0.7455,4.6016,18.6026,0.2357,8.2687,-2.1079,-0.0022,-0.3835,-0.1631,-0.481,-0.1648,-0.2869,-0.0149,-0.116,5.5896,1.2418,0.2594,0.9415,0.004,0.0545,78909600.0
671,0.29,0.4521,-0.0072,2.1292,586.22,1976.33,0.7733,4.6318,20.1233,0.2313,8.2555,-2.0879,-0.0023,-0.3977,-0.1728,-0.4884,-0.1336,-0.2897,-0.0146,-0.1156,5.593,1.1489,0.265,0.9406,0.0041,0.0554,79027200.0
672,0.29,0.5173,-0.0061,2.1096,589.83,1981.81,0.7505,4.5855,18.2166,0.2331,8.1903,-2.0885,-0.0024,-0.3894,-0.1698,-0.4994,-0.1757,-0.2905,-0.0152,-0.1157,5.5969,1.2686,0.2609,0.9414,0.0041,0.0545,79144800.0
673,0.29,0.4693,-0.0108,2.0792,595.8,1984.61,0.7606,4.6668,19.7026,0.2279,8.3741,-2.1475,-0.0024,-0.4028,-0.1813,-0.5088,-0.1487,-0.298,-0.0151,-0.1168,5.6015,1.2039,0.2759,0.9418,0.0043,0.0539,79262400.0
674,0.29,0.4733,-0.0094,2.0829,601.89,1995.24,0.7572,4.673,21.2584,0.2408,8.3895,-2.1185,-0.0022,-0.388,-0.1715,-0.4907,-0.1581,-0.2904,-0.0149,-0.1163,5.6002,1.053,0.2586,0.9418,0.0043,0.0539,79380000.0
675,0.29,0.4734,-0.0069,2.0674,600.24,1995.24,0.7916,4.6644,19.9637,0.222,8.2737,-2.1083,-0.0026,-0.4218,-0.1875,-0.5304,-0.159,-0.3015,-0.0153,-0.1186,5.6024,1.1732,0.2854,0.9423,0.0043,0.0534,79497600.0
676,0.29,0.4682,-0.0081,2.0689,603.48,1995.82,0.7309,4.6743,18.9144,0.2328,8.457,-2.1592,-0.0021,-0.3793,-0.1692,-0.5003,-0.1554,-0.2884,-0.0149,-0.1163,5.604,1.2941,0.2563,0.9428,0.0043,0.0529,79615200.0
677,0.29,0.4733,-0.0094,2.0446,600.79,1985.23,0.8014,4.6217,19.8849,0.2332,8.1638,-2.0628,-0.0026,-0.4096,-0.1768,-0.4793,-0.1217,-0.2983,-0.0144,-0.1149,5.6081,1.1282,0.2787,0.9426,0.0043,0.0531,79732800.0
678,0.29,0.468,-0.0075,2.0495,585.96,1981.25,0.7851,4.6412,19.0211,0.2354,8.2292,-2.0769,-0.0025,-0.4086,-0.178,-0.4935,-0.1634,-0.2982,-0.015,-0.1174,5.6084,1.2784,0.2801,0.9423,0.0043,0.0534,79850400.0
679,0.29,0.5283,-0.0106,2.0241,597.16,1986.04,0.7732,4.6009,20.6679,0.2294,8.1742,-2.0651,-0.0025,-0.4035,-0.1746,-0.5089,-0.1676,-0.2933,-0.0151,-0.1166,5.6119,1.0721,0.2702,0.9426,0.004,0.0534,79968000.0
680,0.29,0.4659,-0.0066,2.0306,597.61,1985.79,0.76,4.6831,19.0816,0.2411,8.3866,-2.1064,-0.0023,-0.391,-0.1756,-0.4803,-0.1366,-0.2906,-0.0147,-0.1163,5.6135,1.2681,0.2564,0.9428,0.004,0.0532,80085600.0
681,0.29,0.4639,-0.008,2.0085,589.65,1987.48,0.7714,4.65,19.7579,0.2357,8.2926,-2.0829,-0.0024,-0.3985,-0.1777,-0.4995,-0.1645,-0.2951,-0.0151,-0.1165,5.6118,1.1874,0.2685,0.9431,0.0039,0.053,80203200.0
682,0.29,0.4654,-0.0098,2.0013,581.65,1982.88,0.7684,4.6669,18.6711,0.2363,8.3097,-2.0894,-0.0024,-0.396,-0.1679,-0.4908,-0.1698,-0.2961,-0.0152,-0.1177,5.6138,1.2686,0.2597,0.9431,0.0039,0.053,80320800.0
683,0.29,0.4703,0.0006,1.9924,578.97,1988.04,0.7818,4.6716,19.3996,0.237,8.2837,-2.0709,-0.0025,-0.398,-0.1702,-0.5061,-0.1481,-0.2943,-0.0149,-0.116,5.6129,1.1884,0.2602,0.9427,0.0039,0.0534,80438400.0
684,0.29,0.4775,-0.0097,1.9583,581.21,1980.63,0.7509,4.6131,19.2028,0.23,8.268,-2.0853,-0.0023,-0.3896,-0.1781,-0.4968,-0.1732,-0.2897,-0.0151,-0.1157,5.611,1.202,0.265,0.9427,0.0041,0.0533,80556000.0
685,0.29,0.4753,-0.0097,1.9566,578.58,1995.4,0.7885,4.6383,18.2587,0.229,8.2177,-2.0949,-0.0026,-0.4136,-0.1852,-0.5044,-0.1425,-0.2994,-0.0148,-0.1156,5.6085,1.2978,0.2764,0.9432,0.0039,0.053,80673600.0
686,0.29,0.4778,-0.0065,1.947,586.18,1984.97,0.7516,4.669,20.1196,0.2338,8.3826,-2.0942,-0.0023,-0.3853,-0.1708,-0.5073,-0.1581,-0.292,-0.0152,-0.1169,5.6051,1.1711,0.2533,0.9428,0.0039,0.0533,80791200.0
687,0.28,0.4828,-0.0107,1.9188,608.83,1990.23,0.7608,4.6666,20.2994,0.2417,8.3417,-2.0978,-0.0023,-0.389,-0.1668,-0.4647,-0.1709,-0.2923,-0.0152,-0.1168,5.6055,1.1173,0.2571,0.9426,0.0039,0.0535,80908800.0
688,0.28,0.4877,-0.0123,1.9158,611.54,1988.65,0.7529,4.6609,19.9302,0.237,8.3741,-2.1029,-0.0023,-0.3848,-0.1693,-0.506,-0.176,-0.2912,-0.0152,-0.1175,5.6057,1.1449,0.2613,0.9426,0.0039,0.0535,81026400.0
689,0.28,0.494,-0.0081,1.9196,597.2,1989.5,0.7612,4.6943,18.8683,0.2407,8.4094,-2.0866,-0.0022,-0.3807,-0.1649,-0.462,-0.1375,-0.2903,-0.0146,-0.1153,5.6044,1.3366,0.2524,0.9425,0.0039,0.0537,81144000.0
690,0.28,0.4983,-0.0093,1.8858,595.1,1987.44,0.7407,4.6744,19.5104,0.2388,8.4247,-2.1167,-0.0022,-0.3804,-0.174,-0.4935,-0.1946,-0.2913,-0.0155,-0.1182,5.6036,1.2013,0.2531,0.9424,0.0039,0.0537,81261600.0
691,0.28,0.5265,-0.0071,1.8865,598.0,1979.96,0.7671,4.6365,19.499,0.2358,8.2558,-2.0672,-0.0025,-0.3956,-0.177,-0.4809,-0.1467,-0.2973,-0.015,-0.1152,5.6017,1.2141,0.2683,0.9424,0.004,0.0536,81379200.0
692,0.28,0.4781,-0.0071,1.8858,592.97,1982.82,0.749,4.6541,20.1154,0.2293,8.3722,-2.1154,-0.0022,-0.3865,-0.178,-0.4847,-0.1355,-0.2907,-0.0148,-0.1153,5.5972,1.1223,0.2593,0.9422,0.0039,0.0539,81496800.0
693,0.28,0.4836,-0.0104,1.8913,603.6,1990.46,0.738,4.6755,19.1393,0.232,8.4417,-2.1349,-0.0022,-0.3865,-0.1752,-0.5018,-0.1793,-0.2933,-0.0154,-0.1181,5.5972,1.2671,0.2601,0.9422,0.0039,0.0539,81614400.0
694,0.28,0.5657,-0.0073,1.8997,587.59,1973.72,0.7429,4.5931,18.8102,0.2327,8.2231,-2.0597,-0.0023,-0.3845,-0.1735,-0.4634,-0.1423,-0.2877,-0.0146,-0.1141,5.5972,1.2632,0.2546,0.9421,0.004,0.0539,81732000.0
695,0.28,0.4897,-0.0089,1.8739,583.07,1974.18,0.7666,4.6636,19.2203,0.2372,8.3178,-2.0726,-0.0024,-0.395,-0.1791,-0.4893,-0.1579,-0.2968,-0.015,-0.1161,5.5969,1.226,0.2592,0.9422,0.0043,0.0535,81849600.0
696,0.28,0.5335,-0.0053,1.8672,587.91,1979.61,0.757,4.6197,20.2766,0.2316,8.2615,-2.0664,-0.0024,-0.3889,-0.1825,-0.4959,-0.1763,-0.2921,-0.0152,-0.1165,5.5985,1.1033,0.2597,0.9427,0.0044,0.053,81967200.0
697,0.28,0.4746,-0.0097,1.8473,600.22,1975.37,0.791,4.6499,20.6691,0.2388,8.2024,-2.0439,-0.0026,-0.4015,-0.1732,-0.4695,-0.1417,-0.2955,-0.0147,-0.115,5.5932,1.0935,0.2609,0.943,0.0043,0.0527,82084800.0
698,0.28,0.4745,-0.0057,1.84,603.52,1981.69,0.7826,4.6169,20.6437,0.2371,8.1828,-2.0328,-0.0025,-0.4027,-0.1742,-0.4826,-0.1708,-0.295,-0.015,-0.1167,5.5904,1.1139,0.2701,0.9431,0.0042,0.0527,82202400.0
699,0.28,0.5294,-0.011,1.8213,588.35,1968.01,0.7698,4.654,19.7107,0.2313,8.2745,-2.0443,-0.0024,-0.3956,-0.1782,-0.4885,-0.1397,-0.2948,-0.0147,-0.1148,5.5869,1.1627,0.2585,0.9429,0.0041,0.053,82320000.0
700,0.28,0.4707,-0.0085,1.8174,601.2,1975.08,0.757,4.676,20.6412,0.2364,8.3767,-2.0845,-0.0022,-0.3824,-0.1717,-0.4903,-0.1876,-0.2933,-0.0154,-0.1171,5.5858,1.1254,0.2519,0.943,0.0041,0.0529,82437600.0
701,0.28,0.4728,-0.0097,1.8135,602.32,1993.3,0.7514,4.6737,20.3128,0.2298,8.3872,-2.1,-0.0023,-0.3861,-0.1795,-0.5048,-0.2078,-0.2977,-0.0159,-0.1189,5.5844,1.171,0.2611,0.9426,0.0041,0.0533,82555200.0
702,0.28,0.5339,-0.0094,1.7935,595.84,1994.35,0.754,4.6693,19.6676,0.2247,8.3913,-2.0988,-0.0022,-0.3905,-0.1845,-0.5194,-0.1739,-0.2961,-0.0153,-0.1177,5.5844,1.157,0.2633,0.9423,0.0041,0.0536,82672800.0
703,0.28,0.5325,-0.0058,1.782,596.05,1975.27,0.7646,4.6016,19.8979,0.2314,8.193,-2.0362,-0.0024,-0.3891,-0.171,-0.4804,-0.1462,-0.2933,-0.0146,-0.1137,5.5864,1.1337,0.2623,0.942,0.0044,0.0536,82790400.0
704,0.28,0.4831,-0.0086,1.7548,588.59,1980.14,0.7795,4.6634,19.3145,0.2292,8.2858,-2.0711,-0.0024,-0.3976,-0.1787,-0.4848,-0.1643,-0.2996,-0.0151,-0.1166,5.5839,1.1764,0.2699,0.9423,0.0045,0.0532,82908000.0
705,0.28,0.4773,-0.0074,1.7443,596.62,1993.0,0.7828,4.6696,19.437,0.2327,8.2771,-2.0533,-0.0025,-0.3994,-0.1811,-0.5006,-0.1573,-0.2999,-0.0151,-0.1161,5.5842,1.2256,0.2641,0.9429,0.0045,0.0526,83025600.0
706,0.28,0.4809,-0.0101,1.7247,607.83,1990.95,0.7602,4.6848,21.3407,0.2399,8.3885,-2.0686,-0.0022,-0.383,-0.1694,-0.4644,-0.1341,-0.2899,-0.0145,-0.1149,5.584,1.0178,0.2475,0.9429,0.0045,0.0526,83143200.0
707,0.28,0.478,-0.0064,1.7325,605.85,1995.05,0.7855,4.657,19.8439,0.241,8.2611,-2.0362,-0.0025,-0.3947,-0.1735,-0.4669,-0.1276,-0.2928,-0.0144,-0.1142,5.5843,1.1922,0.2632,0.9432,0.0042,0.0526,83260800.0
708,0.28,0.4751,-0.0081,1.7059,587.19,1988.91,0.7512,4.6725,18.9869,0.2454,8.3717,-2.0537,-0.0022,-0.3771,-0.1671,-0.4398,-0.1415,-0.2905,-0.0145,-0.1146,5.5821,1.2741,0.249,0.9435,0.0041,0.0524,83378400.0
709,0.28,0.4685,-0.007,1.7137,592.89,1981.09,0.7923,4.6571,19.7258,0.229,8.2525,-2.0426,-0.0025,-0.4017,-0.1886,-0.4865,-0.1551,-0.2957,-0.015,-0.1161,5.5785,1.1487,0.2675,0.9433,0.0039,0.0527,83496000.0
710,0.28,0.4637,-0.0052,1.6896,603.96,1990.12,0.7363,4.6885,19.866,0.2304,8.4652,-2.112,-0.0021,-0.3803,-0.1739,-0.4901,-0.1704,-0.2929,-0.0153,-0.1172,5.5751,1.1896,0.2524,0.944,0.0039,0.0522,83613600.0
711,0.28,0.4968,-0.0111,1.6673,591.13,1964.26,0.7429,4.4838,18.8271,0.2216,7.9769,-1.9833,-0.0023,-0.3825,-0.1666,-0.4937,-0.1612,-0.285,-0.0145,-0.1123,5.5721,1.1649,0.2505,0.9431,0.004,0.0528,83731200.0
712,0.28,0.4573,-0.0061,1.6678,592.47,1992.45,0.7738,4.6906,19.5096,0.2354,8.3603,-2.0741,-0.0024,-0.3974,-0.1764,-0.4803,-0.1465,-0.2987,-0.0149,-0.1164,5.5723,1.1785,0.2623,0.9428,0.0041,0.0531,83848800.0
713,0.28,0.466,-0.0072,1.651,614.66,2000.0,0.7417,4.6932,19.9534,0.2283,8.4595,-2.1361,-0.0021,-0.389,-0.1895,-0.4889,-0.1705,-0.2985,-0.0153,-0.1174,5.5759,1.1695,0.2601,0.9431,0.0041,0.0528,83966400.0
714,0.28,0.541,-0.0085,1.6349,599.32,1958.66,0.7719,4.5891,19.7271,0.2408,8.118,-1.9989,-0.0024,-0.3841,-0.1672,-0.4323,-0.1271,-0.2884,-0.0142,-0.1124,5.5718,1.1488,0.2478,0.9433,0.0043,0.0524,84084000.0
715,0.28,0.5547,-0.0077,1.6271,593.78,1938.76,0.7776,4.5757,19.6527,0.2275,8.1115,-2.0021,-0.0025,-0.3969,-0.184,-0.48,-0.148,-0.2943,-0.0148,-0.1141,5.5697,1.1424,0.2668,0.9429,0.0045,0.0526,84201600.0
716,0.28,0.4866,-0.0074,1.5987,601.73,1983.03,0.7851,4.6736,20.1466,0.2435,8.2811,-2.0397,-0.0024,-0.3944,-0.1723,-0.4549,-0.1586,-0.2933,-0.0148,-0.1152,5.5692,1.1528,0.2567,0.9431,0.0049,0.052,84319200.0
717,0.28,0.5149,-0.007,1.5902,606.91,1990.9,0.7407,4.6685,19.6968,0.2404,8.3926,-2.0543,-0.002,-0.3697,-0.1635,-0.4476,-0.1741,-0.2883,-0.015,-0.1158,5.568,1.2056,0.239,0.943,0.0048,0.0522,84436800.0
718,0.28,0.4759,-0.0104,1.5742,602.76,1980.68,0.7805,4.6155,19.8804,0.2302,8.1886,-2.0248,-0.0024,-0.4006,-0.1788,-0.4886,-0.1564,-0.2951,-0.0147,-0.1153,5.5724,1.1534,0.2656,0.9433,0.0049,0.0518,84554400.0
719,0.28,0.4716,-0.0063,1.5764,597.1,1988.33,0.7391,4.6927,18.9657,0.2386,8.4382,-2.0842,-0.0022,-0.3756,-0.1729,-0.4664,-0.172,-0.2955,-0.0153,-0.1164,5.5754,1.2849,0.2449,0.9436,0.0049,0.0515,84672000.0
720,0.28,0.47,-0.0063,1.5566,589.63,1993.32,0.7743,4.696,18.9876,0.2391,8.3491,-2.047,-0.0024,-0.3884,-0.1789,-0.4808,-0.1981,-0.2986,-0.0157,-0.1175,5.5751,1.2459,0.2513,0.944,0.0049,0.0511,84789600.0
721,0.28,0.5171,-0.0071,1.5896,592.1,1973.33,0.8018,4.5965,18.7518,0.2258,8.0636,-1.9869,-0.0027,-0.4051,-0.1852,-0.4925,-0.1417,-0.2991,-0.0148,-0.114,5.5776,1.199,0.2675,0.9443,0.005,0.0507,84907200.0
722,0.28,0.4555,-0.0073,1.5626,597.79,1970.72,0.7895,4.6859,19.2321,0.2446,8.2885,-2.0266,-0.0024,-0.3892,-0.1688,-0.469,-0.1504,-0.2917,-0.0147,-0.1154,5.5819,1.197,0.2455,0.9444,0.0051,0.0505,85024800.0
723,0.28,0.4846,-0.0093,1.5571,603.49,1978.36,0.7589,4.6653,20.2041,0.2326,8.3573,-2.0713,-0.0022,-0.381,-0.1768,-0.4509,-0.1372,-0.2973,-0.0148,-0.1147,5.5817,1.1328,0.2578,0.944,0.0053,0.0507,85142400.0
724,0.28,0.4632,-0.0072,1.552,590.54,1973.03,0.7888,4.6352,18.8246,0.2404,8.1797,-2.0049,-0.0025,-0.3898,-0.1752,-0.457,-0.149,-0.2946,-0.0147,-0.1145,5.5792,1.2329,0.257,0.9442,0.0054,0.0505,85260000.0
725,0.28,0.4434,-0.011,1.5252,584.56,1969.97,0.7534,4.6785,18.9378,0.2411,8.386,-2.056,-0.0022,-0.376,-0.1717,-0.4823,-0.1508,-0.293,-0.0149,-0.1152,5.5754,1.2543,0.2481,0.9445,0.0055,0.05,85377600.0
726,0.28,0.4527,-0.0067,1.5287,582.61,1988.34,0.7423,4.6962,18.446,0.2424,8.4156,-2.0662,-0.0022,-0.3732,-0.1711,-0.4461,-0.1385,-0.2936,-0.0147,-0.1148,5.5815,1.336,0.2327,0.9448,0.0057,0.0495,85495200.0
727,0.27,0.4419,-0.0079,1.5049,595.09,1990.27,0.7888,4.6625,19.8438,0.2363,8.2565,-2.0234,-0.0024,-0.397,-0.1777,-0.4764,-0.1503,-0.2985,-0.0148,-0.1145,5.5854,1.1573,0.2648,0.9451,0.0057,0.0492,85612800.0
728,0.27,0.4396,-0.0103,1.4871,605.54,1988.17,0.78,4.6718,20.5576,0.2392,8.2935,-2.0313,-0.0024,-0.3875,-0.1788,-0.4446,-0.1522,-0.2958,-0.0148,-0.1155,5.5834,1.1019,0.2575,0.9453,0.0055,0.0491,85730400.0
729,0.27,0.4377,-0.0083,1.4845,600.5,1988.7,0.7614,4.6956,19.2186,0.2429,8.3804,-2.0556,-0.0022,-0.3786,-0.1714,-0.451,-0.1693,-0.2953,-0.0151,-0.1161,5.5836,1.261,0.2468,0.9455,0.0055,0.049,85848000.0
730,0.27,0.4596,-0.0068,1.4665,593.45,1980.82,0.7538,4.6116,19.3131,0.2361,8.24,-2.0147,-0.0022,-0.376,-0.1749,-0.4491,-0.1395,-0.2908,-0.0145,-0.1123,5.5894,1.192,0.2475,0.9456,0.0057,0.0487,85965600.0
731,0.27,0.4321,-0.0092,1.4468,600.17,1995.81,0.7719,4.6787,19.26,0.2321,8.3204,-2.0538,-0.0024,-0.398,-0.1804,-0.4814,-0.1429,-0.2985,-0.0146,-0.1154,5.5907,1.2275,0.2609,0.9459,0.0057,0.0484,86083200.0
732,0.27,0.4329,-0.008,1.4494,606.12,1998.09,0.7759,4.6906,19.3823,0.2276,8.3343,-2.0436,-0.0024,-0.3891,-0.1835,-0.496,-0.1801,-0.3046,-0.0155,-0.1169,5.5904,1.2203,0.2588,0.9469,0.0055,0.0476,86200800.0
733,0.27,0.4295,-0.0112,1.4288,597.06,1987.23,0.7569,4.6289,19.1458,0.2394,8.2448,-1.9979,-0.0022,-0.3712,-0.1681,-0.4542,-0.1686,-0.2899,-0.0148,-0.1137,5.5863,1.2184,0.2407,0.9471,0.0055,0.0474,86318400.0
734,0.27,0.4612,-0.0058,1.4258,593.06,1966.12,0.7785,4.6273,18.573,0.2381,8.1969,-1.9761,-0.0024,-0.3855,-0.1708,-0.4579,-0.1394,-0.2907,-0.0146,-0.1131,5.585,1.2738,0.2553,0.9466,0.0056,0.0478,86436000.0
735,0.27,0.4287,-0.0064,1.398,591.15,1970.12,0.7689,4.6886,20.1604,0.2399,8.3566,-2.031,-0.0022,-0.3824,-0.1746,-0.4701,-0.1719,-0.2938,-0.015,-0.116,5.5886,1.1357,0.2489,0.9463,0.0057,0.048,86553600.0
736,0.27,0.4316,-0.008,1.401,604.6,1993.14,0.7839,4.6753,19.7396,0.2488,8.2825,-2.0095,-0.0023,-0.3782,-0.1728,-0.4397,-0.1542,-0.2947,-0.0148,-0.1134,5.5897,1.1547,0.2484,0.9463,0.0056,0.0481,86671200.0
737,0.27,0.4417,-0.0076,1.3948,609.24,1988.66,0.7858,4.6703,20.3996,0.2375,8.2358,-2.0187,-0.0026,-0.4009,-0.1874,-0.4942,-0.1841,-0.3047,-0.0153,-0.1163,5.5885,1.1676,0.2611,0.946,0.0055,0.0485,86788800.0
738,0.27,0.4386,-0.0109,1.3639,603.82,1993.28,0.7625,4.7041,20.4441,0.2403,8.4077,-2.0493,-0.0022,-0.3774,-0.1717,-0.4533,-0.1539,-0.2948,-0.0149,-0.1152,5.5864,1.1522,0.2461,0.9462,0.0054,0.0484,86906400.0
739,0.27,0.4323,-0.0092,1.3812,596.09,1992.21,0.7605,4.6589,19.6213,0.2336,8.3051,-2.0427,-0.0023,-0.3832,-0.1758,-0.4528,-0.1539,-0.2955,-0.0148,-0.1143,5.5854,1.1695,0.2491,0.9469,0.0053,0.0478,87024000.0
740,0.27,0.4329,-0.0075,1.3394,602.93,1984.16,0.7685,4.6773,19.5316,0.2327,8.3467,-2.0438,-0.0022,-0.386,-0.1801,-0.4748,-0.1502,-0.2955,-0.0148,-0.1151,5.5833,1.1967,0.2542,0.9471,0.0053,0.0476,87141600.0
741,0.27,0.4281,-0.0074,1.3363,589.5,1975.43,0.7803,4.6379,18.1146,0.245,8.2014,-1.9493,-0.0022,-0.3701,-0.1617,-0.4256,-0.13,-0.2871,-0.0141,-0.1121,5.5791,1.3079,0.2394,0.9467,0.0052,0.0482,87259200.0
742,0.27,0.4333,-0.0088,1.3135,578.05,1981.79,0.7898,4.6898,18.4077,0.2405,8.2775,-1.9977,-0.0025,-0.3913,-0.1829,-0.467,-0.17,-0.3014,-0.0151,-0.1157,5.5803,1.3457,0.2561,0.947,0.0051,0.0479,87376800.0
743,0.27,0.4489,-0.0075,1.314,588.42,1988.69,0.7507,4.6781,19.3456,0.2326,8.3895,-2.0649,-0.0022,-0.3791,-0.1733,-0.5017,-0.1565,-0.2926,-0.015,-0.1152,5.5804,1.2372,0.2503,0.9463,0.0053,0.0484,87494400.0
744,0.27,0.4326,-0.0074,1.3002,614.43,1993.7,0.7683,4.7002,20.6271,0.2438,8.3929,-2.0315,-0.0022,-0.3724,-0.17,-0.444,-0.1458,-0.2934,-0.0148,-0.1143,5.58,1.0744,0.2441,0.9466,0.0053,0.0481,87612000.0
745,0.27,0.4312,-0.0102,1.282,601.07,1993.71,0.7794,4.6781,18.9647,0.2391,8.298,-2.0081,-0.0024,-0.385,-0.1781,-0.4523,-0.1543,-0.296,-0.0148,-0.1141,5.5817,1.2291,0.2498,0.9465,0.0053,0.0482,87729600.0
746,0.27,0.4334,-0.0079,1.2648,585.69,1994.32,0.7416,4.716,18.3074,0.2515,8.4759,-2.0534,-0.002,-0.3597,-0.1627,-0.4378,-0.1285,-0.2904,-0.0144,-0.1129,5.5822,1.3221,0.2318,0.9469,0.0053,0.0478,87847200.0
747,0.27,0.4478,-0.0065,1.2544,589.09,1992.67,0.7165,4.6882,18.0928,0.2401,8.4917,-2.0825,-0.0019,-0.3619,-0.1718,-0.46,-0.1563,-0.2896,-0.0149,-0.1143,5.5792,1.321,0.2338,0.9473,0.0051,0.0475,87964800.0
748,0.27,0.4402,-0.0089,1.2371,587.26,1993.0,0.7483,4.7002,18.6546,0.2373,8.4364,-2.0442,-0.0021,-0.369,-0.1758,-0.4556,-0.1506,-0.2923,-0.0149,-0.115,5.5812,1.289,0.24,0.9474,0.0051,0.0474,88082400.0
749,0.27,0.4494,-0.0059,1.2456,608.77,1995.65,0.7577,4.6985,20.1373,0.2379,8.4176,-2.0413,-0.0022,-0.3728,-0.1764,-0.4565,-0.1453,-0.295,-0.0147,-0.1145,5.5809,1.1766,0.2466,0.9475,0.0051,0.0474,88200000.0
750,0.27,0.443,-0.0108,1.2318,604.53,1990.13,0.792,4.6822,19.0054,0.2358,8.2877,-2.0041,-0.0024,-0.3903,-0.1793,-0.4604,-0.1353,-0.2991,-0.0147,-0.1136,5.5803,1.2876,0.2583,0.9472,0.0051,0.0477,88317600.0
751,0.27,0.4376,-0.0073,1.2093,608.72,1993.65,0.7634,4.6997,19.5661,0.2434,8.3764,-2.0248,-0.0022,-0.3743,-0.1725,-0.4491,-0.1559,-0.2951,-0.0149,-0.1143,5.5812,1.2382,0.2406,0.9469,0.0051,0.048,88435200.0
752,0.27,0.545,-0.0073,1.2049,586.42,1976.79,0.7878,4.6394,18.57,0.231,8.1838,-1.9946,-0.0025,-0.3946,-0.1825,-0.4603,-0.1274,-0.2969,-0.0145,-0.1122,5.584,1.2422,0.2563,0.9463,0.0053,0.0484,88552800.0
753,0.27,0.4361,-0.012,1.1848,597.39,1974.97,0.7685,4.6832,19.772,0.2355,8.3364,-2.0415,-0.0023,-0.382,-0.1797,-0.4503,-0.1493,-0.2953,-0.0149,-0.113,5.5852,1.1228,0.2468,0.9457,0.0055,0.0488,88670400.0
754,0.27,0.4311,-0.0059,1.1925,590.87,1989.55,0.7538,4.6461,17.2819,0.2384,8.2691,-1.99,-0.0022,-0.3683,-0.1687,-0.4117,-0.1298,-0.2927,-0.0143,-0.1111,5.5856,1.3747,0.2371,0.9463,0.0055,0.0482,88788000.0
755,0.27,0.4288,-0.0099,1.1598,601.59,1989.43,0.768,4.6614,20.683,0.2356,8.2942,-2.0192,-0.0024,-0.3823,-0.1788,-0.4442,-0.1396,-0.2945,-0.0147,-0.1128,5.5856,1.1428,0.2539,0.9459,0.0055,0.0486,88905600.0
756,0.27,0.4507,-0.0067,1.1552,616.09,1971.78,0.7728,4.6235,19.8797,0.2352,8.1989,-1.9839,-0.0023,-0.3796,-0.177,-0.442,-0.1447,-0.2919,-0.0146,-0.1115,5.5871,1.0982,0.2464,0.9456,0.0054,0.049,89023200.0
757,0.27,0.4568,-0.0076,1.1374,584.02,1953.84,0.7555,4.6353,19.1131,0.2356,8.2612,-1.9847,-0.0023,-0.3764,-0.1789,-0.4663,-0.174,-0.2916,-0.0151,-0.1143,5.5831,1.1637,0.2443,0.9452,0.0055,0.0493,89140800.0
758,0.27,0.4281,-0.0077,1.1375,590.86,1979.0,0.7564,4.6882,18.8499,0.2316,8.3973,-2.0414,-0.0023,-0.3847,-0.1866,-0.4678,-0.1578,-0.299,-0.015,-0.1153,5.5803,1.2076,0.2585,0.9448,0.0057,0.0495,89258400.0
