iteration,total_iterations,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps,iteration_time_s
504,30000,0.32,0.1206,-0.0018,3.4707,772.35,2000.0,0.9668,4.7248,27.8364,0.1764,9.3581,-1.9219,-0.0034,-0.3583,-0.1517,-0.6578,-0.163,-0.4506,-0.0168,-0.0957,5.313,0.1688,0.2304,0.9983,0.0017,0.0,59388000.0,1.99
505,30000,0.32,0.1256,-0.0057,3.4424,774.12,2000.0,0.992,4.7198,25.9124,0.178,9.3342,-1.9159,-0.0034,-0.3587,-0.1505,-0.6447,-0.1112,-0.4612,-0.0164,-0.0931,5.3173,0.342,0.2347,0.9984,0.0016,0.0,59505600.0,1.99
506,30000,0.32,0.1153,-0.0064,3.4621,763.04,1980.61,1.0095,4.6821,26.6791,0.1757,9.2313,-1.8878,-0.0037,-0.36,-0.1523,-0.6447,-0.1481,-0.4604,-0.0166,-0.0937,5.3224,0.2537,0.2384,0.9982,0.0018,0.0,59623200.0,1.92
507,30000,0.32,0.1137,-0.0069,3.4625,773.04,2000.0,1.0034,4.718,27.5701,0.1777,9.3409,-1.9098,-0.0036,-0.3625,-0.1529,-0.6503,-0.1176,-0.4559,-0.0164,-0.093,5.3279,0.1919,0.2363,0.9982,0.0018,0.0,59740800.0,1.99
508,30000,0.32,0.1143,-0.0055,3.4561,774.18,2000.0,1.0017,4.7148,27.4628,0.1801,9.3636,-1.9125,-0.0035,-0.3632,-0.1526,-0.6437,-0.1009,-0.4582,-0.0163,-0.0922,5.3304,0.2017,0.2391,0.9982,0.0018,0.0,59858400.0,1.92
509,30000,0.32,0.1147,-0.0042,3.4332,773.98,2000.0,1.0069,4.7152,26.8821,0.1782,9.3507,-1.9026,-0.0036,-0.3589,-0.1508,-0.6499,-0.1125,-0.4601,-0.0164,-0.093,5.3379,0.2547,0.2387,0.9982,0.0018,0.0,59976000.0,1.96
510,30000,0.32,0.1147,-0.0079,3.3839,772.74,2000.0,1.039,4.7095,26.4481,0.1782,9.3281,-1.8842,-0.0039,-0.3675,-0.1533,-0.6525,-0.1076,-0.4623,-0.0165,-0.0933,5.3402,0.2938,0.2438,0.9982,0.0018,0.0,60093600.0,1.89
511,30000,0.32,0.115,-0.0068,3.3766,769.03,2000.0,1.0075,4.7118,26.5658,0.1781,9.332,-1.904,-0.0036,-0.3608,-0.1536,-0.6456,-0.1196,-0.4619,-0.0164,-0.0931,5.3415,0.2832,0.2417,0.9982,0.0018,0.0,60211200.0,1.94
512,30000,0.32,0.1151,-0.0065,3.3495,774.83,2000.0,0.9545,4.7284,27.4499,0.1794,9.3788,-1.9198,-0.0033,-0.3564,-0.1496,-0.6651,-0.1191,-0.4574,-0.0165,-0.0934,5.3438,0.2036,0.2274,0.9984,0.0016,0.0,60328800.0,1.95
513,30000,0.32,0.1156,-0.0032,3.3587,779.62,2000.0,1.0234,4.7062,27.3352,0.1785,9.3546,-1.8887,-0.0037,-0.3636,-0.1526,-0.6525,-0.1196,-0.4585,-0.0165,-0.0932,5.3488,0.2136,0.2467,0.9984,0.0016,0.0,60446400.0,1.94
514,30000,0.32,0.1175,-0.0073,3.3172,783.31,2000.0,1.0263,4.7094,27.517,0.1791,9.3419,-1.8881,-0.0038,-0.3655,-0.155,-0.6588,-0.1279,-0.4618,-0.0167,-0.093,5.3493,0.1968,0.2438,0.9984,0.0016,0.0,60564000.0,1.96
515,30000,0.32,0.1167,-0.0065,3.3216,778.95,2000.0,1.0175,4.7172,27.4499,0.1791,9.3608,-1.8938,-0.0036,-0.3666,-0.1556,-0.6597,-0.1014,-0.4607,-0.0163,-0.0924,5.353,0.203,0.2371,0.9984,0.0016,0.0,60681600.0,1.95
516,30000,0.32,0.1156,-0.0079,3.2777,775.11,2000.0,1.0382,4.7101,27.1801,0.1787,9.3341,-1.8909,-0.0038,-0.3645,-0.155,-0.644,-0.1199,-0.4632,-0.0165,-0.0929,5.3592,0.2275,0.2433,0.9984,0.0016,0.0,60799200.0,1.95
517,30000,0.32,0.1155,-0.0068,3.2765,777.09,2000.0,1.0586,4.7061,27.2147,0.1762,9.3001,-1.871,-0.0041,-0.3713,-0.157,-0.6589,-0.1374,-0.4631,-0.0167,-0.0944,5.3648,0.2238,0.2469,0.9984,0.0016,0.0,60916800.0,1.92
518,30000,0.32,0.1161,-0.0053,3.2832,777.68,2000.0,1.0097,4.7184,27.2518,0.1808,9.3797,-1.8906,-0.0035,-0.36,-0.1502,-0.6492,-0.1046,-0.4604,-0.0163,-0.092,5.3649,0.2217,0.2359,0.9984,0.0016,0.0,61034400.0,1.92
519,30000,0.32,0.1161,-0.0035,3.2868,775.76,2000.0,1.0407,4.7125,27.3695,0.1797,9.3613,-1.8744,-0.0038,-0.3642,-0.155,-0.6482,-0.1102,-0.464,-0.0165,-0.0926,5.3705,0.2103,0.2412,0.9984,0.0016,0.0,61152000.0,1.93
520,30000,0.32,0.1146,-0.006,3.2618,776.77,2000.0,1.0355,4.7133,27.4667,0.1785,9.3547,-1.8773,-0.0037,-0.3645,-0.1544,-0.6476,-0.0899,-0.4633,-0.0162,-0.0924,5.3777,0.2019,0.2406,0.9984,0.0016,0.0,61269600.0,1.93
521,30000,0.32,0.1144,-0.0051,3.2671,775.38,2000.0,1.0147,4.7073,26.8066,0.1793,9.3524,-1.8818,-0.0037,-0.3649,-0.1537,-0.6593,-0.1145,-0.4638,-0.0165,-0.0929,5.3795,0.2617,0.2459,0.9984,0.0016,0.0,61387200.0,1.94
522,30000,0.32,0.1149,-0.0078,3.2297,778.14,2000.0,1.0362,4.7137,27.9112,0.1801,9.3671,-1.8703,-0.0037,-0.3598,-0.1537,-0.653,-0.1166,-0.462,-0.0165,-0.0928,5.379,0.1614,0.2401,0.9984,0.0016,0.0,61504800.0,1.95
523,30000,0.32,0.1149,-0.0052,3.2299,782.09,2000.0,1.0278,4.7126,27.3592,0.1805,9.3594,-1.8767,-0.0037,-0.3614,-0.1538,-0.6541,-0.1029,-0.4662,-0.0164,-0.0924,5.3818,0.2117,0.241,0.9986,0.0014,0.0,61622400.0,1.94
524,30000,0.32,0.1157,-0.0038,3.2054,781.4,2000.0,1.0449,4.7097,27.6865,0.1799,9.3463,-1.8734,-0.0038,-0.3637,-0.1551,-0.6458,-0.1362,-0.4664,-0.0167,-0.094,5.3835,0.1817,0.2435,0.9986,0.0014,0.0,61740000.0,1.94
525,30000,0.32,0.1171,-0.0065,3.1756,780.86,2000.0,1.0397,4.7117,27.8565,0.1786,9.3682,-1.871,-0.0037,-0.3645,-0.1534,-0.6448,-0.0946,-0.4634,-0.0162,-0.0924,5.3865,0.1663,0.2419,0.9986,0.0014,0.0,61857600.0,1.92
526,30000,0.32,0.1159,-0.005,3.1963,777.34,2000.0,1.049,4.7048,26.8085,0.1808,9.3481,-1.8572,-0.0039,-0.3654,-0.155,-0.6595,-0.1151,-0.4704,-0.0166,-0.0931,5.3892,0.2614,0.2478,0.9986,0.0014,0.0,61975200.0,1.9
527,30000,0.32,0.1139,-0.0056,3.1876,770.85,2000.0,1.0642,4.7077,27.4267,0.1798,9.3361,-1.859,-0.0039,-0.3661,-0.1558,-0.6483,-0.123,-0.4675,-0.0166,-0.0928,5.3949,0.2048,0.2454,0.9986,0.0014,0.0,62092800.0,1.94
528,30000,0.32,0.1132,-0.0061,3.1926,772.4,2000.0,1.0381,4.7086,27.0338,0.1805,9.3586,-1.8622,-0.0038,-0.3605,-0.1537,-0.6468,-0.1167,-0.4714,-0.0165,-0.0925,5.4011,0.241,0.2446,0.999,0.001,0.0,62210400.0,1.92
529,30000,0.32,0.1146,-0.0043,3.192,775.8,2000.0,1.0603,4.7041,27.1764,0.1806,9.3414,-1.8543,-0.0039,-0.3643,-0.1566,-0.648,-0.1109,-0.4699,-0.0165,-0.0923,5.4085,0.2273,0.2485,0.9992,0.0008,0.0,62328000.0,1.94
530,30000,0.32,0.1139,-0.0083,3.1662,779.89,2000.0,1.0485,4.7148,28.0121,0.1805,9.3875,-1.8596,-0.0037,-0.3642,-0.1526,-0.644,-0.0991,-0.4638,-0.0163,-0.0921,5.4097,0.1526,0.239,0.9992,0.0008,0.0,62445600.0,1.9
531,30000,0.31,0.1131,-0.0053,3.1645,786.79,2000.0,1.0467,4.715,27.997,0.1818,9.3832,-1.8638,-0.0037,-0.3606,-0.1536,-0.6441,-0.1017,-0.4674,-0.0164,-0.0915,5.4118,0.1533,0.239,0.9992,0.0008,0.0,62563200.0,1.93
532,30000,0.31,0.1154,-0.0081,3.129,787.04,2000.0,1.0567,4.7089,27.8731,0.1824,9.3861,-1.8538,-0.0038,-0.3668,-0.155,-0.6551,-0.1053,-0.4688,-0.0165,-0.0914,5.4165,0.165,0.2443,0.9992,0.0008,0.0,62680800.0,1.9
533,30000,0.31,0.1588,-0.0039,3.1375,782.47,2000.0,1.0111,4.7203,27.5494,0.1832,9.3994,-1.8706,-0.0035,-0.3548,-0.1521,-0.6478,-0.1017,-0.4707,-0.0163,-0.0913,5.4208,0.1949,0.2343,0.9994,0.0006,0.0,62798400.0,1.91
534,30000,0.31,0.1154,-0.0072,3.1142,778.05,1980.42,1.0184,4.6544,27.6639,0.1789,9.2622,-1.8362,-0.0035,-0.3526,-0.1513,-0.6398,-0.0967,-0.4595,-0.0161,-0.0908,5.4232,0.1479,0.2326,0.9993,0.0007,0.0,62916000.0,1.94
535,30000,0.31,0.1135,-0.0069,3.1009,787.38,2000.0,1.0494,4.7157,27.8216,0.1825,9.3844,-1.8555,-0.0037,-0.3575,-0.1531,-0.6468,-0.0989,-0.4707,-0.0163,-0.0907,5.428,0.1698,0.2383,0.9992,0.0008,0.0,63033600.0,1.93
536,30000,0.31,0.1133,-0.0051,3.1012,789.74,2000.0,1.0369,4.7118,27.9313,0.1817,9.3807,-1.8531,-0.0037,-0.3555,-0.1515,-0.6501,-0.1289,-0.4697,-0.0166,-0.0928,5.4297,0.1598,0.2417,0.9992,0.0008,0.0,63151200.0,1.94
537,30000,0.31,0.1129,-0.0061,3.0749,785.02,2000.0,1.0189,4.7251,27.4632,0.1837,9.4049,-1.859,-0.0035,-0.3526,-0.1519,-0.6525,-0.092,-0.4702,-0.0163,-0.0907,5.4364,0.2025,0.2301,0.9993,0.0007,0.0,63268800.0,1.95
538,30000,0.31,0.1129,-0.0047,3.0718,780.75,2000.0,1.0135,4.7135,27.498,0.1828,9.3841,-1.8614,-0.0035,-0.3539,-0.1523,-0.6492,-0.131,-0.4709,-0.0165,-0.0926,5.4376,0.1996,0.2403,0.9994,0.0006,0.0,63386400.0,1.94
539,30000,0.31,0.152,-0.0048,3.0454,779.75,2000.0,1.0445,4.7146,27.2228,0.1822,9.3923,-1.8476,-0.0037,-0.3579,-0.1516,-0.6545,-0.0883,-0.47,-0.0162,-0.0912,5.437,0.2244,0.2393,0.9994,0.0006,0.0,63504000.0,1.94
540,30000,0.31,0.1254,-0.0067,3.0443,772.22,1980.5,1.0014,4.6601,27.4033,0.1804,9.2671,-1.825,-0.0035,-0.3494,-0.1491,-0.651,-0.1291,-0.4649,-0.0164,-0.091,5.4383,0.1717,0.2278,0.9993,0.0007,0.0,63621600.0,1.96
541,30000,0.31,0.1147,-0.0067,3.038,776.84,1980.5,1.0195,4.7219,27.5491,0.1828,9.3902,-1.8543,-0.0035,-0.3517,-0.1518,-0.644,-0.109,-0.4725,-0.0164,-0.0917,5.4376,0.1943,0.2328,0.9992,0.0008,0.0,63739200.0,1.98
542,30000,0.31,0.1204,-0.006,3.039,786.38,2000.0,1.0531,4.7137,27.8442,0.1828,9.3752,-1.8342,-0.0038,-0.3586,-0.1535,-0.6537,-0.12,-0.473,-0.0166,-0.0918,5.4404,0.1677,0.2401,0.9992,0.0008,0.0,63856800.0,1.98
543,30000,0.31,0.1135,-0.0067,3.0235,782.0,2000.0,1.0463,4.7164,27.0516,0.1834,9.3955,-1.8427,-0.0038,-0.3584,-0.1532,-0.6502,-0.1002,-0.4738,-0.0164,-0.0913,5.4474,0.2395,0.2377,0.9992,0.0008,0.0,63974400.0,2.05
544,30000,0.31,0.13,-0.0052,3.0243,777.51,2000.0,1.0836,4.7108,27.2342,0.1816,9.3465,-1.8263,-0.004,-0.3642,-0.1575,-0.6504,-0.1038,-0.4776,-0.0164,-0.0914,5.4513,0.2226,0.2427,0.9992,0.0008,0.0,64092000.0,1.89
545,30000,0.31,0.1345,-0.0057,3.0104,780.16,2000.0,1.0559,4.7157,26.8953,0.1822,9.3625,-1.837,-0.0039,-0.3592,-0.1535,-0.6527,-0.1175,-0.4757,-0.0165,-0.0918,5.4516,0.2538,0.2384,0.9992,0.0008,0.0,64209600.0,2.01
546,30000,0.31,0.1145,-0.0067,2.9935,779.1,2000.0,1.0572,4.7125,27.7728,0.1835,9.3932,-1.8396,-0.0038,-0.3599,-0.1538,-0.6512,-0.1025,-0.474,-0.0164,-0.0913,5.4569,0.174,0.2411,0.9992,0.0008,0.0,64327200.0,1.97
547,30000,0.31,0.1146,-0.0053,3.009,782.2,2000.0,1.0143,4.721,26.6923,0.1861,9.4256,-1.8482,-0.0034,-0.3472,-0.1475,-0.6357,-0.0834,-0.4778,-0.0162,-0.0899,5.4627,0.2726,0.2338,0.9992,0.0008,0.0,64444800.0,1.91
548,30000,0.31,0.1137,-0.0044,2.9946,778.42,2000.0,1.0145,4.7144,27.4868,0.1852,9.405,-1.8435,-0.0035,-0.3504,-0.1522,-0.6519,-0.116,-0.4748,-0.0165,-0.0916,5.4626,0.2007,0.2398,0.9992,0.0008,0.0,64562400.0,1.92
549,30000,0.31,0.1122,-0.0043,2.9922,784.13,2000.0,0.9883,4.7203,27.6417,0.1863,9.4413,-1.8485,-0.0033,-0.3451,-0.1472,-0.656,-0.1221,-0.4733,-0.0165,-0.0918,5.4694,0.187,0.2342,0.9992,0.0008,0.0,64680000.0,1.94
550,30000,0.31,0.113,-0.0075,2.9416,785.7,2000.0,1.0631,4.717,27.3034,0.1849,9.4086,-1.8263,-0.0038,-0.3577,-0.154,-0.643,-0.0974,-0.4756,-0.0164,-0.0904,5.4742,0.2169,0.2371,0.9992,0.0008,0.0,64797600.0,1.91
551,30000,0.31,0.1113,-0.0069,2.9418,786.13,2000.0,1.0381,4.7185,27.9144,0.1841,9.4183,-1.8389,-0.0037,-0.3566,-0.1524,-0.649,-0.0899,-0.4725,-0.0162,-0.0905,5.479,0.1619,0.2358,0.9992,0.0008,0.0,64915200.0,1.94
552,30000,0.31,0.1113,-0.005,2.9324,783.11,2000.0,1.0645,4.7058,27.0456,0.1836,9.382,-1.827,-0.0039,-0.3638,-0.1549,-0.6567,-0.1363,-0.4771,-0.0167,-0.0929,5.4807,0.2402,0.247,0.9992,0.0008,0.0,65032800.0,1.95
553,30000,0.31,0.1127,-0.0067,2.9201,774.16,2000.0,1.0471,4.714,27.2637,0.1843,9.3837,-1.8323,-0.0037,-0.353,-0.1522,-0.6444,-0.119,-0.4786,-0.0165,-0.092,5.4858,0.2204,0.2398,0.9992,0.0008,0.0,65150400.0,1.93
554,30000,0.31,0.1135,-0.0063,2.8938,774.72,2000.0,1.0357,4.7229,27.0907,0.185,9.4112,-1.8346,-0.0036,-0.3563,-0.1512,-0.655,-0.0908,-0.4794,-0.0162,-0.0899,5.4913,0.2367,0.232,0.9992,0.0008,0.0,65268000.0,1.92
555,30000,0.31,0.1122,-0.0069,2.8685,774.95,2000.0,1.0675,4.7137,26.8642,0.1834,9.3895,-1.8217,-0.0038,-0.3547,-0.1538,-0.6516,-0.1004,-0.4778,-0.0163,-0.0909,5.4949,0.2569,0.2402,0.9992,0.0008,0.0,65385600.0,1.9
556,30000,0.31,0.1117,-0.0048,2.8541,789.35,2000.0,1.0602,4.7128,27.7567,0.1857,9.3975,-1.8259,-0.0039,-0.3572,-0.1543,-0.6521,-0.1042,-0.4775,-0.0164,-0.0907,5.4935,0.1759,0.2409,0.9992,0.0008,0.0,65503200.0,1.91
557,30000,0.31,0.1117,-0.0057,2.8335,794.29,2000.0,1.0609,4.7117,28.2875,0.1859,9.4169,-1.8202,-0.0038,-0.3549,-0.1547,-0.6515,-0.0989,-0.4768,-0.0164,-0.0908,5.4971,0.1274,0.2419,0.9992,0.0008,0.0,65620800.0,1.91
558,30000,0.31,0.1093,-0.0066,2.8109,781.61,2000.0,1.0772,4.7135,27.4438,0.1845,9.3878,-1.8157,-0.0039,-0.3607,-0.1544,-0.6571,-0.1214,-0.479,-0.0165,-0.0915,5.5006,0.2041,0.2403,0.9992,0.0008,0.0,65738400.0,1.94
559,30000,0.31,0.1092,-0.0064,2.7892,774.79,2000.0,1.0476,4.7164,26.8734,0.1851,9.3899,-1.8177,-0.0038,-0.351,-0.153,-0.6529,-0.1105,-0.4807,-0.0165,-0.0912,5.5055,0.256,0.2377,0.9992,0.0008,0.0,65856000.0,1.99
560,30000,0.31,0.1136,-0.004,2.7874,774.92,2000.0,1.0321,4.7211,27.273,0.1851,9.4041,-1.8298,-0.0035,-0.3583,-0.1529,-0.6521,-0.1346,-0.4787,-0.0165,-0.0922,5.5086,0.2203,0.2336,0.9992,0.0008,0.0,65973600.0,2.0
561,30000,0.3,0.1106,-0.0048,2.7572,777.14,2000.0,1.067,4.7129,27.2049,0.1847,9.4002,-1.8118,-0.0038,-0.3514,-0.1508,-0.6574,-0.1318,-0.4789,-0.0166,-0.0929,5.5137,0.2264,0.2408,0.9992,0.0008,0.0,66091200.0,1.9
562,30000,0.3,0.1103,-0.0073,2.7378,781.06,2000.0,1.0124,4.7283,27.3442,0.1875,9.419,-1.8376,-0.0036,-0.3453,-0.1478,-0.6418,-0.1133,-0.4814,-0.0164,-0.0907,5.52,0.2133,0.2273,0.9992,0.0008,0.0,66208800.0,1.97
563,30000,0.3,0.1221,-0.0067,2.7334,791.36,2000.0,1.0177,4.7247,27.932,0.187,9.4285,-1.8336,-0.0034,-0.3439,-0.1481,-0.6489,-0.1082,-0.479,-0.0163,-0.0907,5.5265,0.1608,0.2305,0.9992,0.0008,0.0,66326400.0,2.01
564,30000,0.3,0.1128,-0.0048,2.721,777.65,2000.0,1.0774,4.7121,26.7441,0.1833,9.3607,-1.8066,-0.0041,-0.3559,-0.1551,-0.6516,-0.1267,-0.4838,-0.0166,-0.0923,5.5299,0.268,0.2416,0.9992,0.0008,0.0,66444000.0,1.94
565,30000,0.3,0.1605,-0.0048,2.7221,768.53,1980.7,1.0591,4.6635,27.0724,0.1844,9.3192,-1.787,-0.0038,-0.348,-0.1509,-0.6501,-0.0984,-0.4752,-0.0161,-0.0897,5.5323,0.2111,0.2401,0.9991,0.0009,0.0,66561600.0,1.9
566,30000,0.3,0.1108,-0.0067,2.6911,767.64,1962.3,0.9972,4.5423,26.4194,0.1789,9.0501,-1.7459,-0.0035,-0.3381,-0.1491,-0.6303,-0.1064,-0.4622,-0.0157,-0.0874,5.5314,0.1943,0.2229,0.9988,0.0012,0.0,66679200.0,1.97
567,30000,0.3,0.1094,-0.0065,2.6742,783.36,1981.6,1.0472,4.7258,28.0752,0.1847,9.4354,-1.8072,-0.0037,-0.3526,-0.1477,-0.6635,-0.1186,-0.4767,-0.0165,-0.0917,5.5295,0.1477,0.2295,0.9988,0.0012,0.0,66796800.0,1.91
568,30000,0.3,0.1407,-0.0033,2.6753,790.74,2000.0,1.0578,4.7168,27.6528,0.1871,9.4166,-1.8072,-0.0037,-0.3492,-0.1519,-0.6477,-0.1063,-0.4812,-0.0164,-0.0905,5.5292,0.1853,0.2373,0.999,0.001,0.0,66914400.0,1.96
569,30000,0.3,0.124,-0.0021,2.6623,771.81,1980.46,1.0372,4.5291,26.1946,0.1792,9.0417,-1.7317,-0.0036,-0.3387,-0.1477,-0.6229,-0.085,-0.461,-0.0155,-0.0859,5.5333,0.2081,0.2239,0.9989,0.0011,0.0,67032000.0,1.96
570,30000,0.3,0.1223,-0.0064,2.6661,762.78,1961.12,1.0557,4.6577,27.204,0.1836,9.2862,-1.7805,-0.0037,-0.3493,-0.1504,-0.6426,-0.1004,-0.4751,-0.0161,-0.0888,5.5367,0.1902,0.2306,0.9987,0.0013,0.0,67149600.0,1.97
571,30000,0.3,0.109,-0.0054,2.6779,784.45,1980.66,1.041,4.7212,27.9785,0.1885,9.4168,-1.8197,-0.0036,-0.3519,-0.1525,-0.6484,-0.1082,-0.4816,-0.0164,-0.0904,5.5355,0.1567,0.2336,0.9986,0.0014,0.0,67267200.0,1.94
572,30000,0.3,0.1394,-0.0049,2.6534,792.54,2000.0,1.0643,4.7201,27.6185,0.1874,9.4195,-1.8096,-0.0039,-0.3511,-0.1516,-0.6417,-0.0915,-0.4837,-0.0163,-0.0894,5.5368,0.189,0.2347,0.9986,0.0014,0.0,67384800.0,1.95
573,30000,0.3,0.1229,-0.0044,2.6489,772.43,1980.7,1.0833,4.649,26.6778,0.1814,9.2421,-1.7677,-0.0041,-0.3545,-0.1542,-0.6485,-0.1333,-0.4773,-0.0164,-0.0912,5.5385,0.2372,0.2383,0.9984,0.0016,0.0,67502400.0,1.98
574,30000,0.3,0.1078,-0.0069,2.6396,772.7,1980.7,1.091,4.7143,27.1699,0.186,9.4073,-1.7887,-0.004,-0.3512,-0.1523,-0.6608,-0.1149,-0.4819,-0.0165,-0.0914,5.5384,0.229,0.2396,0.9984,0.0016,0.0,67620000.0,1.99
575,30000,0.3,0.1073,-0.0046,2.6224,787.34,2000.0,1.0295,4.7285,27.7766,0.1866,9.43,-1.8131,-0.0035,-0.3452,-0.1497,-0.6513,-0.1089,-0.4799,-0.0163,-0.0912,5.5386,0.1747,0.2272,0.9984,0.0016,0.0,67737600.0,1.94
576,30000,0.3,0.1073,-0.0063,2.6036,797.27,2000.0,1.1032,4.7186,28.4062,0.1854,9.413,-1.7913,-0.0041,-0.3552,-0.1551,-0.6545,-0.1068,-0.4814,-0.0164,-0.0906,5.5439,0.1172,0.2359,0.9984,0.0016,0.0,67855200.0,1.94
577,30000,0.3,0.1078,-0.0058,2.613,789.1,2000.0,1.0961,4.7119,27.2881,0.1859,9.4063,-1.7851,-0.0041,-0.3478,-0.1526,-0.6534,-0.1002,-0.4856,-0.0163,-0.0902,5.5429,0.2184,0.2416,0.9984,0.0016,0.0,67972800.0,1.96
578,30000,0.3,0.1084,-0.0062,2.5995,784.06,2000.0,1.0876,4.7209,27.7729,0.186,9.4034,-1.789,-0.0039,-0.3513,-0.1516,-0.6464,-0.1235,-0.4852,-0.0165,-0.0914,5.5408,0.1741,0.2339,0.9984,0.0016,0.0,68090400.0,1.95
579,30000,0.3,0.108,-0.0077,2.5693,782.58,2000.0,1.0882,4.7204,27.2425,0.1859,9.4074,-1.7856,-0.0039,-0.3541,-0.1543,-0.6585,-0.1238,-0.4815,-0.0165,-0.0911,5.5439,0.2228,0.2342,0.9984,0.0016,0.0,68208000.0,1.94
580,30000,0.3,0.1065,-0.0053,2.5602,780.71,2000.0,1.0707,4.7253,27.392,0.1884,9.426,-1.7919,-0.0039,-0.3487,-0.1534,-0.6472,-0.1003,-0.4861,-0.0164,-0.0896,5.5464,0.2087,0.2299,0.9984,0.0016,0.0,68325600.0,1.94
581,30000,0.3,0.1076,-0.0048,2.5575,788.31,2000.0,1.0954,4.7221,27.7102,0.1883,9.423,-1.7829,-0.0039,-0.3465,-0.1518,-0.6481,-0.1158,-0.485,-0.0165,-0.0903,5.5483,0.1795,0.2328,0.9984,0.0016,0.0,68443200.0,1.95
582,30000,0.3,0.1095,-0.0068,2.5541,793.86,2000.0,1.0469,4.7281,27.8276,0.1873,9.4355,-1.7981,-0.0037,-0.3424,-0.1492,-0.653,-0.1333,-0.482,-0.0166,-0.0912,5.552,0.1699,0.2275,0.9984,0.0016,0.0,68560800.0,1.96
583,30000,0.3,0.1084,-0.0083,2.5391,787.99,2000.0,1.0877,4.7167,27.5321,0.1884,9.42,-1.7827,-0.004,-0.3481,-0.1546,-0.6473,-0.0973,-0.4863,-0.0164,-0.09,5.5588,0.1964,0.2374,0.9984,0.0016,0.0,68678400.0,1.93
584,30000,0.3,0.109,-0.0052,2.544,785.98,2000.0,1.0836,4.7198,27.3668,0.1869,9.4113,-1.7837,-0.0039,-0.3465,-0.1528,-0.6454,-0.106,-0.4839,-0.0163,-0.0904,5.5648,0.2112,0.2346,0.9984,0.0016,0.0,68796000.0,1.97
585,30000,0.3,0.1096,-0.0066,2.5259,788.52,2000.0,1.0202,4.7319,27.8002,0.1911,9.4785,-1.8105,-0.0034,-0.339,-0.1481,-0.6472,-0.094,-0.4846,-0.0163,-0.0889,5.5722,0.1727,0.2243,0.9984,0.0016,0.0,68913600.0,1.93
586,30000,0.3,0.109,-0.0051,2.5326,782.28,2000.0,1.0172,4.7322,27.6262,0.19,9.4543,-1.8108,-0.0034,-0.3387,-0.1481,-0.6519,-0.0963,-0.4845,-0.0162,-0.0894,5.5768,0.1884,0.224,0.9984,0.0016,0.0,69031200.0,1.95
587,30000,0.3,0.1074,-0.0054,2.5057,790.56,2000.0,1.085,4.7221,27.5635,0.1881,9.4154,-1.7864,-0.0039,-0.3485,-0.1524,-0.65,-0.1042,-0.4874,-0.0164,-0.0898,5.5807,0.1938,0.2328,0.9984,0.0016,0.0,69148800.0,1.93
588,30000,0.3,0.1069,-0.0054,2.5123,790.98,2000.0,1.0849,4.7297,27.9808,0.1885,9.4391,-1.7802,-0.0039,-0.3398,-0.1499,-0.6437,-0.0937,-0.4856,-0.0163,-0.0894,5.5854,0.1559,0.2261,0.9984,0.0016,0.0,69266400.0,1.91
589,30000,0.3,0.108,-0.0054,2.4972,790.06,2000.0,1.0471,4.731,28.0135,0.1896,9.446,-1.791,-0.0036,-0.3375,-0.1497,-0.6534,-0.099,-0.4831,-0.0163,-0.0898,5.5863,0.1533,0.225,0.9985,0.0015,0.0,69384000.0,1.93
590,30000,0.3,0.1086,-0.0064,2.4927,787.97,2000.0,1.0824,4.722,27.6171,0.1878,9.4329,-1.7764,-0.0038,-0.3469,-0.1494,-0.6502,-0.103,-0.4845,-0.0163,-0.0902,5.5878,0.1891,0.2329,0.9986,0.0014,0.0,69501600.0,1.93
591,30000,0.3,0.1128,-0.0045,2.4888,786.64,2000.0,1.0424,4.7234,27.6406,0.1884,9.4448,-1.7905,-0.0036,-0.3405,-0.1471,-0.6585,-0.1416,-0.4829,-0.0166,-0.0921,5.5892,0.1872,0.2316,0.9986,0.0014,0.0,69619200.0,1.91
592,30000,0.3,0.1109,-0.0063,2.4684,776.78,2000.0,0.9917,4.7395,26.9729,0.1894,9.4653,-1.8071,-0.0033,-0.3331,-0.1458,-0.6556,-0.1136,-0.485,-0.0164,-0.0905,5.5867,0.2482,0.2176,0.9986,0.0014,0.0,69736800.0,1.94
593,30000,0.3,0.111,-0.0066,2.4566,782.83,2000.0,1.06,4.7284,27.8325,0.1887,9.4459,-1.7788,-0.0038,-0.342,-0.1508,-0.6586,-0.1017,-0.4845,-0.0163,-0.0903,5.5852,0.1698,0.2272,0.9986,0.0014,0.0,69854400.0,1.87
594,30000,0.3,0.1738,-0.0036,2.4541,781.51,1981.01,1.026,4.6389,27.1135,0.1856,9.271,-1.7531,-0.0035,-0.3337,-0.1463,-0.6343,-0.0941,-0.4736,-0.016,-0.088,5.5815,0.182,0.2195,0.9985,0.0015,0.0,69972000.0,1.94
